country_name,year,population,cancer_name,new_cases/deaths,total_cases,cumulative_risk,measure,air_pollution,alcohol_use,gdp_per_capita,uhc_index,obesity_rate,tobacco_use,rate
Kyrgyzstan,2001,5699377,Head and neck,91,4841628.0,0.3908310528,Mortality,22.9429163032767,5.0,308.411326685178,65.0,11.7,28.9,1.5966657408344806e-05
Kyrgyzstan,2002,5699377,Head and neck,80,4875049.0,0.3097236226,Mortality,22.7582935832493,5.7,321.726775366804,65.0,12.2,28.9,1.4036621897445985e-05
Kyrgyzstan,2003,5699377,Head and neck,83,4914885.0,0.342405065,Mortality,22.5598882498993,6.0,380.505828812441,65.0,12.6,28.9,1.4562995218600209e-05
Kyrgyzstan,2004,5699377,Head and neck,70,4963420.0,0.2843376561,Mortality,22.4234306479412,6.1,433.233915720699,65.0,13.1,28.9,1.2282044160265236e-05
Kyrgyzstan,2005,5699377,Head and neck,78,5010037.0,0.3286690332,Mortality,22.4246511220895,6.2,476.548239793618,55.0,13.6,29.6,1.3685706350009836e-05
Kyrgyzstan,2006,5699377,Head and neck,91,5056319.0,0.3181383352,Mortality,22.6379509127344,6.2,543.113512472219,65.0,14.1,28.9,1.5966657408344806e-05
Kyrgyzstan,2007,5699377,Head and neck,71,5097466.0,0.2590338378,Mortality,23.1168779099364,6.2,721.771646044636,65.0,14.6,29.3,1.245750193398331e-05
Kyrgyzstan,2008,5699377,Head and neck,67,5140368.0,0.2750750861,Mortality,23.9058824329157,6.0,966.388569370494,65.0,15.1,28.9,1.1755670839111012e-05
Kyrgyzstan,2009,5699377,Head and neck,94,5282877.0,0.3552612014,Mortality,25.0494148008925,5.9,870.198894546917,65.0,15.6,28.9,1.649303072949903e-05
Kyrgyzstan,2010,5483774,Head and neck,85,5346932.0,0.3324906381,Mortality,26.5919253330871,5.8,876.954476440354,59.0,16.2,28.7,1.550027408131699e-05
Kyrgyzstan,2011,5699377,Head and neck,85,5411823.0,0.3457349885,Mortality,33.450584373058,6.0,1117.40184423062,65.0,16.8,28.9,1.491391076603636e-05
Kyrgyzstan,2012,5699377,Head and neck,82,5502346.0,0.2598921132,Mortality,34.3817087122114,6.0,1168.62244675446,65.0,17.3,28.9,1.4387537444882131e-05
Kyrgyzstan,2013,5699377,Head and neck,89,5611939.0,0.3214575745,Mortality,33.828057010964,6.1,1269.66303464348,65.0,18.0,28.9,1.5615741860908657e-05
Kyrgyzstan,2014,5699377,Head and neck,92,5724378.0,0.2711457726,Mortality,30.5484635194377,5.9,1264.52679529608,65.0,18.6,28.9,1.614211518206288e-05
Kyrgyzstan,2015,5914980,Head and neck,91,5843762.0,0.3183829768,Mortality,29.7484121402712,5.6,1105.65202996955,69.0,19.3,28.0,1.5384667403778205e-05
Kyrgyzstan,2016,5699377,Head and neck,104,6084684.0,0.2795407224,Mortality,29.0193222002259,5.2,1103.27498361324,65.0,20.0,28.9,1.8247608466679775e-05
Kyrgyzstan,2017,5699377,Head and neck,112,6084684.0,0.3448448529,Mortality,26.8562254174832,4.9,1221.39056490366,71.0,20.7,28.9,1.965127065642438e-05
Kyrgyzstan,2018,5699377,Head and neck,90,6213127.0,0.2840323351,Mortality,27.4518144818682,4.4,1283.52040333083,65.0,21.4,28.9,1.5791199634626733e-05
Kyrgyzstan,2019,5699377,Head and neck,101,6351305.0,0.2849462086,Mortality,26.7613844313409,4.4,1421.99927504102,71.0,22.1,28.9,1.7721235145525554e-05
Kyrgyzstan,2001,5699377,Oesophagus,116,4841628.0,0.53159324,Mortality,22.9429163032767,5.0,308.411326685178,65.0,11.7,28.9,2.035310175129668e-05
Kyrgyzstan,2002,5699377,Oesophagus,109,4875049.0,0.5192078367,Mortality,22.7582935832493,5.7,321.726775366804,65.0,12.2,28.9,1.912489733527015e-05
Kyrgyzstan,2003,5699377,Oesophagus,117,4914885.0,0.5641055792,Mortality,22.5598882498993,6.0,380.505828812441,65.0,12.6,28.9,2.052855952501475e-05
Kyrgyzstan,2004,5699377,Oesophagus,98,4963420.0,0.4566024605,Mortality,22.4234306479412,6.1,433.233915720699,65.0,13.1,28.9,1.719486182437133e-05
Kyrgyzstan,2005,5699377,Oesophagus,93,5010037.0,0.4629578559,Mortality,22.4246511220895,6.2,476.548239793618,55.0,13.6,29.6,1.6317572955780957e-05
Kyrgyzstan,2006,5699377,Oesophagus,104,5056319.0,0.5262734928,Mortality,22.6379509127344,6.2,543.113512472219,65.0,14.1,28.9,1.8247608466679775e-05
Kyrgyzstan,2007,5699377,Oesophagus,105,5097466.0,0.4991823165,Mortality,23.1168779099364,6.2,721.771646044636,65.0,14.6,29.3,1.8423066240397858e-05
Kyrgyzstan,2008,5699377,Oesophagus,93,5140368.0,0.4502221744,Mortality,23.9058824329157,6.0,966.388569370494,65.0,15.1,28.9,1.6317572955780957e-05
Kyrgyzstan,2009,5699377,Oesophagus,92,5282877.0,0.4240380935,Mortality,25.0494148008925,5.9,870.198894546917,65.0,15.6,28.9,1.614211518206288e-05
Kyrgyzstan,2010,5483774,Oesophagus,95,5346932.0,0.4497736326,Mortality,26.5919253330871,5.8,876.954476440354,59.0,16.2,28.7,1.7323835737942518e-05
Kyrgyzstan,2011,5699377,Oesophagus,93,5411823.0,0.4022990708,Mortality,33.450584373058,6.0,1117.40184423062,65.0,16.8,28.9,1.6317572955780957e-05
Kyrgyzstan,2012,5699377,Oesophagus,101,5502346.0,0.4896443304,Mortality,34.3817087122114,6.0,1168.62244675446,65.0,17.3,28.9,1.7721235145525554e-05
Kyrgyzstan,2013,5699377,Oesophagus,91,5611939.0,0.4305001754,Mortality,33.828057010964,6.1,1269.66303464348,65.0,18.0,28.9,1.5966657408344806e-05
